Sifra,IDTeritorije,Dan,Mesec,Godina,Vrednost,Opis
COVID19k,RS,9,3,2020,0,UKUPAN_BROJ_PREMINULIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,9,3,2020,0,PROSEK_GODINA_LICA_PREMINULIH_ZA_DATI_DATUM
COVID19k,RS,9,3,2020,14.29,PROCENAT_ZARAŽENIH_LICA_ U_ODNOSU_NA_BROJ_TESTIRANIH_LICA_ZA_DATI DATUM
COVID19k,RS,9,3,2020,1.98,PROCENAT_ZARAŽENIH_LICA_OD_POČETKA_PANDEMIJE_U_ODNOSU_NA_UKUPAN_BROJ_TESTIRANIH_LICA
COVID19k,RS,9,3,2020,100,PROCENAT_HOSPITALIZOVANIH_LICA_U ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_ZA_DATI_DATUM
COVID19k,RS,9,3,2020,0,PROCENAT_LICA_NA_RESPIRATORU_U_ODNOSU_NA_UKUPAN_BROJ_HOSPITALIZOVANIH
COVID19k,RS,9,3,2020,,UKUPAN_BROJ_IZLEČENIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,9,3,2020,,PROCENAT_IZLEČENIH_LICA_U_ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_OD_POČETKA_PANDEMIJE
COVID19k,RS,10,3,2020,0,BROJ_LICA_NA_RESPIRATORU_ZA_DATI_DATUM
COVID19k,RS,10,3,2020,3,BROJ_HOSPITALIZOVANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,10,3,2020,3,BROJ_POZITIVNIH_LICA_ZA_DATI_DATUM
COVID19k,RS,10,3,2020,5,UKUPAN_BROJ_POZITIVNIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,10,3,2020,16,BROJ_TESTIRANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,10,3,2020,117,UKUPAN_BROJ_TESTIRANIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,10,3,2020,0,BROJ_PREMINULIH_LICA_ZA_DATI_DATUM
COVID19k,RS,10,3,2020,0,BROJ_PREMINULIH_MUŠKARACA_ZA_DATI_DATUM
COVID19k,RS,10,3,2020,0,BROJ_PREMINULIH_ŽENA_ZA_DATI_DATUM
COVID19k,RS,10,3,2020,0,UKUPAN_BROJ_PREMINULIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,10,3,2020,0,PROSEK_GODINA_LICA_PREMINULIH_ZA_DATI_DATUM
COVID19k,RS,10,3,2020,18.75,PROCENAT_ZARAŽENIH_LICA_ U_ODNOSU_NA_BROJ_TESTIRANIH_LICA_ZA_DATI DATUM
COVID19k,RS,10,3,2020,4.27,PROCENAT_ZARAŽENIH_LICA_OD_POČETKA_PANDEMIJE_U_ODNOSU_NA_UKUPAN_BROJ_TESTIRANIH_LICA
COVID19k,RS,10,3,2020,60,PROCENAT_HOSPITALIZOVANIH_LICA_U ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_ZA_DATI_DATUM
COVID19k,RS,10,3,2020,0,PROCENAT_LICA_NA_RESPIRATORU_U_ODNOSU_NA_UKUPAN_BROJ_HOSPITALIZOVANIH
COVID19k,RS,10,3,2020,,UKUPAN_BROJ_IZLEČENIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,10,3,2020,,PROCENAT_IZLEČENIH_LICA_U_ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_OD_POČETKA_PANDEMIJE
COVID19k,RS,11,3,2020,0,BROJ_LICA_NA_RESPIRATORU_ZA_DATI_DATUM
COVID19k,RS,11,3,2020,12,BROJ_HOSPITALIZOVANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,11,3,2020,13,BROJ_POZITIVNIH_LICA_ZA_DATI_DATUM
COVID19k,RS,11,3,2020,18,UKUPAN_BROJ_POZITIVNIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,11,3,2020,34,BROJ_TESTIRANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,11,3,2020,151,UKUPAN_BROJ_TESTIRANIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,11,3,2020,0,BROJ_PREMINULIH_LICA_ZA_DATI_DATUM
COVID19k,RS,11,3,2020,0,BROJ_PREMINULIH_MUŠKARACA_ZA_DATI_DATUM
COVID19k,RS,11,3,2020,0,BROJ_PREMINULIH_ŽENA_ZA_DATI_DATUM
COVID19k,RS,11,3,2020,0,UKUPAN_BROJ_PREMINULIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,11,3,2020,0,PROSEK_GODINA_LICA_PREMINULIH_ZA_DATI_DATUM
COVID19k,RS,11,3,2020,38.24,PROCENAT_ZARAŽENIH_LICA_ U_ODNOSU_NA_BROJ_TESTIRANIH_LICA_ZA_DATI DATUM
COVID19k,RS,11,3,2020,11.92,PROCENAT_ZARAŽENIH_LICA_OD_POČETKA_PANDEMIJE_U_ODNOSU_NA_UKUPAN_BROJ_TESTIRANIH_LICA
COVID19k,RS,11,3,2020,66.67,PROCENAT_HOSPITALIZOVANIH_LICA_U ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_ZA_DATI_DATUM
COVID19k,RS,11,3,2020,0,PROCENAT_LICA_NA_RESPIRATORU_U_ODNOSU_NA_UKUPAN_BROJ_HOSPITALIZOVANIH
COVID19k,RS,11,3,2020,,UKUPAN_BROJ_IZLEČENIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,11,3,2020,,PROCENAT_IZLEČENIH_LICA_U_ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_OD_POČETKA_PANDEMIJE
COVID19k,RS,12,3,2020,1,BROJ_LICA_NA_RESPIRATORU_ZA_DATI_DATUM
COVID19k,RS,12,3,2020,19,BROJ_HOSPITALIZOVANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,12,3,2020,6,BROJ_POZITIVNIH_LICA_ZA_DATI_DATUM
COVID19k,RS,12,3,2020,24,UKUPAN_BROJ_POZITIVNIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,12,3,2020,34,BROJ_TESTIRANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,12,3,2020,185,UKUPAN_BROJ_TESTIRANIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,12,3,2020,0,BROJ_PREMINULIH_LICA_ZA_DATI_DATUM
COVID19k,RS,12,3,2020,0,BROJ_PREMINULIH_MUŠKARACA_ZA_DATI_DATUM
COVID19k,RS,12,3,2020,0,BROJ_PREMINULIH_ŽENA_ZA_DATI_DATUM
COVID19k,RS,12,3,2020,0,UKUPAN_BROJ_PREMINULIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,12,3,2020,0,PROSEK_GODINA_LICA_PREMINULIH_ZA_DATI_DATUM
COVID19k,RS,12,3,2020,17.65,PROCENAT_ZARAŽENIH_LICA_ U_ODNOSU_NA_BROJ_TESTIRANIH_LICA_ZA_DATI DATUM
COVID19k,RS,12,3,2020,12.97,PROCENAT_ZARAŽENIH_LICA_OD_POČETKA_PANDEMIJE_U_ODNOSU_NA_UKUPAN_BROJ_TESTIRANIH_LICA
COVID19k,RS,12,3,2020,79.17,PROCENAT_HOSPITALIZOVANIH_LICA_U ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_ZA_DATI_DATUM
COVID19k,RS,12,3,2020,5.26,PROCENAT_LICA_NA_RESPIRATORU_U_ODNOSU_NA_UKUPAN_BROJ_HOSPITALIZOVANIH
COVID19k,RS,12,3,2020,,UKUPAN_BROJ_IZLEČENIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,12,3,2020,,PROCENAT_IZLEČENIH_LICA_U_ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_OD_POČETKA_PANDEMIJE
COVID19k,RS,13,3,2020,1,BROJ_LICA_NA_RESPIRATORU_ZA_DATI_DATUM
COVID19k,RS,13,3,2020,21,BROJ_HOSPITALIZOVANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,13,3,2020,11,BROJ_POZITIVNIH_LICA_ZA_DATI_DATUM
COVID19k,RS,13,3,2020,35,UKUPAN_BROJ_POZITIVNIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,13,3,2020,54,BROJ_TESTIRANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,13,3,2020,239,UKUPAN_BROJ_TESTIRANIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,13,3,2020,0,BROJ_PREMINULIH_LICA_ZA_DATI_DATUM
COVID19k,RS,13,3,2020,0,BROJ_PREMINULIH_MUŠKARACA_ZA_DATI_DATUM
COVID19k,RS,13,3,2020,0,BROJ_PREMINULIH_ŽENA_ZA_DATI_DATUM
COVID19k,RS,13,3,2020,0,UKUPAN_BROJ_PREMINULIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,13,3,2020,0,PROSEK_GODINA_LICA_PREMINULIH_ZA_DATI_DATUM
COVID19k,RS,13,3,2020,20.37,PROCENAT_ZARAŽENIH_LICA_ U_ODNOSU_NA_BROJ_TESTIRANIH_LICA_ZA_DATI DATUM
COVID19k,RS,13,3,2020,14.64,PROCENAT_ZARAŽENIH_LICA_OD_POČETKA_PANDEMIJE_U_ODNOSU_NA_UKUPAN_BROJ_TESTIRANIH_LICA
COVID19k,RS,13,3,2020,60,PROCENAT_HOSPITALIZOVANIH_LICA_U ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_ZA_DATI_DATUM
COVID19k,RS,13,3,2020,4.76,PROCENAT_LICA_NA_RESPIRATORU_U_ODNOSU_NA_UKUPAN_BROJ_HOSPITALIZOVANIH
COVID19k,RS,13,3,2020,,UKUPAN_BROJ_IZLEČENIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,13,3,2020,,PROCENAT_IZLEČENIH_LICA_U_ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_OD_POČETKA_PANDEMIJE
COVID19k,RS,14,3,2020,1,BROJ_LICA_NA_RESPIRATORU_ZA_DATI_DATUM
COVID19k,RS,14,3,2020,23,BROJ_HOSPITALIZOVANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,14,3,2020,11,BROJ_POZITIVNIH_LICA_ZA_DATI_DATUM
COVID19k,RS,14,3,2020,46,UKUPAN_BROJ_POZITIVNIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,14,3,2020,29,BROJ_TESTIRANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,14,3,2020,268,UKUPAN_BROJ_TESTIRANIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,14,3,2020,0,BROJ_PREMINULIH_LICA_ZA_DATI_DATUM
COVID19k,RS,14,3,2020,0,BROJ_PREMINULIH_MUŠKARACA_ZA_DATI_DATUM
COVID19k,RS,14,3,2020,0,BROJ_PREMINULIH_ŽENA_ZA_DATI_DATUM
COVID19k,RS,14,3,2020,0,UKUPAN_BROJ_PREMINULIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,14,3,2020,0,PROSEK_GODINA_LICA_PREMINULIH_ZA_DATI_DATUM
COVID19k,RS,14,3,2020,37.93,PROCENAT_ZARAŽENIH_LICA_ U_ODNOSU_NA_BROJ_TESTIRANIH_LICA_ZA_DATI DATUM
COVID19k,RS,14,3,2020,17.16,PROCENAT_ZARAŽENIH_LICA_OD_POČETKA_PANDEMIJE_U_ODNOSU_NA_UKUPAN_BROJ_TESTIRANIH_LICA
COVID19k,RS,14,3,2020,50,PROCENAT_HOSPITALIZOVANIH_LICA_U ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_ZA_DATI_DATUM
COVID19k,RS,14,3,2020,4.35,PROCENAT_LICA_NA_RESPIRATORU_U_ODNOSU_NA_UKUPAN_BROJ_HOSPITALIZOVANIH
COVID19k,RS,14,3,2020,,UKUPAN_BROJ_IZLEČENIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,14,3,2020,,PROCENAT_IZLEČENIH_LICA_U_ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_OD_POČETKA_PANDEMIJE
COVID19k,RS,15,3,2020,1,BROJ_LICA_NA_RESPIRATORU_ZA_DATI_DATUM
COVID19k,RS,15,3,2020,23,BROJ_HOSPITALIZOVANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,15,3,2020,2,BROJ_POZITIVNIH_LICA_ZA_DATI_DATUM
COVID19k,RS,15,3,2020,48,UKUPAN_BROJ_POZITIVNIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,15,3,2020,15,BROJ_TESTIRANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,15,3,2020,283,UKUPAN_BROJ_TESTIRANIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,15,3,2020,0,BROJ_PREMINULIH_LICA_ZA_DATI_DATUM
COVID19k,RS,15,3,2020,0,BROJ_PREMINULIH_MUŠKARACA_ZA_DATI_DATUM
COVID19k,RS,15,3,2020,0,BROJ_PREMINULIH_ŽENA_ZA_DATI_DATUM
COVID19k,RS,15,3,2020,0,UKUPAN_BROJ_PREMINULIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,15,3,2020,0,PROSEK_GODINA_LICA_PREMINULIH_ZA_DATI_DATUM
COVID19k,RS,15,3,2020,13.33,PROCENAT_ZARAŽENIH_LICA_ U_ODNOSU_NA_BROJ_TESTIRANIH_LICA_ZA_DATI DATUM
COVID19k,RS,15,3,2020,16.96,PROCENAT_ZARAŽENIH_LICA_OD_POČETKA_PANDEMIJE_U_ODNOSU_NA_UKUPAN_BROJ_TESTIRANIH_LICA
COVID19k,RS,15,3,2020,47.92,PROCENAT_HOSPITALIZOVANIH_LICA_U ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_ZA_DATI_DATUM
COVID19k,RS,15,3,2020,4.35,PROCENAT_LICA_NA_RESPIRATORU_U_ODNOSU_NA_UKUPAN_BROJ_HOSPITALIZOVANIH
COVID19k,RS,15,3,2020,,UKUPAN_BROJ_IZLEČENIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,15,3,2020,,PROCENAT_IZLEČENIH_LICA_U_ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_OD_POČETKA_PANDEMIJE
COVID19k,RS,16,3,2020,2,BROJ_LICA_NA_RESPIRATORU_ZA_DATI_DATUM
COVID19k,RS,16,3,2020,29,BROJ_HOSPITALIZOVANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,16,3,2020,9,BROJ_POZITIVNIH_LICA_ZA_DATI_DATUM
COVID19k,RS,16,3,2020,57,UKUPAN_BROJ_POZITIVNIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,16,3,2020,33,BROJ_TESTIRANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,16,3,2020,316,UKUPAN_BROJ_TESTIRANIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,16,3,2020,0,BROJ_PREMINULIH_LICA_ZA_DATI_DATUM
COVID19k,RS,16,3,2020,0,BROJ_PREMINULIH_MUŠKARACA_ZA_DATI_DATUM
COVID19k,RS,16,3,2020,0,BROJ_PREMINULIH_ŽENA_ZA_DATI_DATUM
COVID19k,RS,16,3,2020,0,UKUPAN_BROJ_PREMINULIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,16,3,2020,0,PROSEK_GODINA_LICA_PREMINULIH_ZA_DATI_DATUM
COVID19k,RS,16,3,2020,27.27,PROCENAT_ZARAŽENIH_LICA_ U_ODNOSU_NA_BROJ_TESTIRANIH_LICA_ZA_DATI DATUM
COVID19k,RS,16,3,2020,18.04,PROCENAT_ZARAŽENIH_LICA_OD_POČETKA_PANDEMIJE_U_ODNOSU_NA_UKUPAN_BROJ_TESTIRANIH_LICA
COVID19k,RS,16,3,2020,50.88,PROCENAT_HOSPITALIZOVANIH_LICA_U ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_ZA_DATI_DATUM
COVID19k,RS,16,3,2020,6.9,PROCENAT_LICA_NA_RESPIRATORU_U_ODNOSU_NA_UKUPAN_BROJ_HOSPITALIZOVANIH
COVID19k,RS,16,3,2020,,UKUPAN_BROJ_IZLEČENIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,16,3,2020,,PROCENAT_IZLEČENIH_LICA_U_ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_OD_POČETKA_PANDEMIJE
COVID19k,RS,17,3,2020,4,BROJ_LICA_NA_RESPIRATORU_ZA_DATI_DATUM
COVID19k,RS,17,3,2020,38,BROJ_HOSPITALIZOVANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,17,3,2020,15,BROJ_POZITIVNIH_LICA_ZA_DATI_DATUM
COVID19k,RS,17,3,2020,72,UKUPAN_BROJ_POZITIVNIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,17,3,2020,58,BROJ_TESTIRANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,17,3,2020,374,UKUPAN_BROJ_TESTIRANIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,17,3,2020,0,BROJ_PREMINULIH_LICA_ZA_DATI_DATUM
COVID19k,RS,17,3,2020,0,BROJ_PREMINULIH_MUŠKARACA_ZA_DATI_DATUM
COVID19k,RS,17,3,2020,0,BROJ_PREMINULIH_ŽENA_ZA_DATI_DATUM
COVID19k,RS,17,3,2020,0,UKUPAN_BROJ_PREMINULIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,17,3,2020,0,PROSEK_GODINA_LICA_PREMINULIH_ZA_DATI_DATUM
COVID19k,RS,17,3,2020,25.86,PROCENAT_ZARAŽENIH_LICA_ U_ODNOSU_NA_BROJ_TESTIRANIH_LICA_ZA_DATI DATUM
COVID19k,RS,17,3,2020,19.25,PROCENAT_ZARAŽENIH_LICA_OD_POČETKA_PANDEMIJE_U_ODNOSU_NA_UKUPAN_BROJ_TESTIRANIH_LICA
COVID19k,RS,17,3,2020,52.78,PROCENAT_HOSPITALIZOVANIH_LICA_U ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_ZA_DATI_DATUM
COVID19k,RS,17,3,2020,10.53,PROCENAT_LICA_NA_RESPIRATORU_U_ODNOSU_NA_UKUPAN_BROJ_HOSPITALIZOVANIH
COVID19k,RS,17,3,2020,,UKUPAN_BROJ_IZLEČENIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,17,3,2020,,PROCENAT_IZLEČENIH_LICA_U_ODNOSU_NA_UKUPAN_BROJ_ZARAŽENIH_OD_POČETKA_PANDEMIJE
COVID19k,RS,18,3,2020,6,BROJ_LICA_NA_RESPIRATORU_ZA_DATI_DATUM
COVID19k,RS,18,3,2020,48,BROJ_HOSPITALIZOVANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,18,3,2020,17,BROJ_POZITIVNIH_LICA_ZA_DATI_DATUM
COVID19k,RS,18,3,2020,89,UKUPAN_BROJ_POZITIVNIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,18,3,2020,66,BROJ_TESTIRANIH_LICA_ZA_DATI_DATUM
COVID19k,RS,18,3,2020,440,UKUPAN_BROJ_TESTIRANIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,18,3,2020,0,BROJ_PREMINULIH_LICA_ZA_DATI_DATUM
COVID19k,RS,18,3,2020,0,BROJ_PREMINULIH_MUŠKARACA_ZA_DATI_DATUM
COVID19k,RS,18,3,2020,0,BROJ_PREMINULIH_ŽENA_ZA_DATI_DATUM
COVID19k,RS,18,3,2020,0,UKUPAN_BROJ_PREMINULIH_LICA_OD_POČETKA_PANDEMIJE
COVID19k,RS,18,3,2020,0,PROSEK_GODINA_LICA_PREMINULIH_ZA_DATI_DATUM
COVID19k,RS,18,3,2020,25.76,PROCENAT_ZARAŽENIH_LICA_ U_ODNOSU_NA_BROJ_TESTIRANIH_LICA_ZA_DATI DATUM
COVID19k,RS,18,3,2020,20.23,PROCENAT_ZARAŽENIH_LICA_OD_POČETKA_PANDEMIJE_U_ODNOSU_NA_UKUPAN_BROJ_TESTIRANIH_LICA
